瘤痢锅龋,瘤痢疙,老矫,乞闭扁柯,弥绊扁柯,弥绊扁柯矫阿,弥历扁柯,弥历扁柯矫阿,老背瞒,墨款飘
236,何咯,2019-12-07,-0.7,6.5,13:27,-8.2,03:00,",14.7",341 
236,何咯,2019-12-08,-0.5,7.4,15:02,-4.7,03:41,",12.1",342 
236,何咯,2019-12-09,1.8,10.6,15:19,-5.2,07:19,",15.8",343 
236,何咯,2019-12-10,5.6,13.9,14:37,0,00:36,",13.9",344 
236,何咯,2019-12-11,5,12,13:47,0.9,03:59,",11.1",345 
236,何咯,2019-12-12,1.1,6.6,14:07,-3.8,23:56,",10.4",346 
236,何咯,2019-12-13,0,7.3,15:42,-6.4,04:59,",13.7",347 
236,何咯,2019-12-14,3.6,9,14:04,0.4,22:11,",8.6",348 
236,何咯,2019-12-15,4.1,13.2,15:06,-3.6,06:43,",16.8",349 
236,何咯,2019-12-16,6.7,15.3,14:56,0.8,02:03,",14.5",350 
236,何咯,2019-12-17,7.2,11.3,14:36,2.8,02:20,",8.5",351 
236,何咯,2019-12-18,3.5,6.8,14:59,0,23:23,",6.8",352 
236,何咯,2019-12-19,0.3,6.1,14:36,-4,07:19,",10.1",353 
236,何咯,2019-12-20,0.2,5.3,12:40,-4.6,23:57,",9.9",354 
236,何咯,2019-12-21,-1.3,5.5,15:38,-5.9,05:01,",11.4",355 
236,何咯,2019-12-22,2.4,10.3,14:26,-3,00:04,",13.3",356 
236,何咯,2019-12-23,3.2,8.6,12:46,-1.6,24:00:00,",10.2",357 
236,何咯,2019-12-24,0.9,8.7,14:28,-3.3,06:30,",12",358 
236,何咯,2019-12-25,2.2,8.9,14:39,-4.5,02:39,",13.4",359 
236,何咯,2019-12-26,3.5,4.8,00:51,2.4,23:00,",2.4",360 
236,何咯,2019-12-27,0.1,5.9,14:07,-4.5,23:46,",10.4",361 
236,何咯,2019-12-28,-0.9,7.7,15:15,-6.7,07:49,",14.4",362 
236,何咯,2019-12-29,1.7,5.9,14:09,-4,01:31,",9.9",363 
236,何咯,2019-12-30,4.4,10,14:20,-0.4,24:00:00,",10.4",364 
236,何咯,2019-12-31,-4.2,-0.4,00:01,-8.2,23:51,",7.8",365 
236,何咯,2020-01-01,-2.2,4.1,14:31,-8.6,00:49,",12.7",366 
236,何咯,2020-01-02,-0.5,6,15:26,-4.7,02:09,",10.7",367 
236,何咯,2020-01-03,0.8,8,15:18,-3.7,23:55,",11.7",368 
236,何咯,2020-01-04,-0.7,7.5,14:58,-5.4,05:25,",12.9",369 
236,何咯,2020-01-05,0.2,8.5,15:31,-6.7,07:34,",15.2",370 
236,何咯,2020-01-06,2.8,5.1,23:22,-1.3,00:21,",6.4",371 
236,何咯,2020-01-07,8.2,14.2,20:18,5.1,00:01,",9.1",372 
236,何咯,2020-01-08,4.5,10.1,00:01,3.1,23:37,",7",373 
236,何咯,2020-01-09,1.4,5.6,13:58,-3.1,23:56,",8.7",374 
236,何咯,2020-01-10,-0.3,7.1,15:38,-4.7,07:22,",11.8",375 
236,何咯,2020-01-11,1.4,7.8,14:40,-3.8,04:00,",11.6",376 
236,何咯,2020-01-12,1.5,5.7,13:40,-1.9,06:52,",7.6",377 
236,何咯,2020-01-13,0.7,3.9,13:40,-3.9,22:52,",7.8",378 
236,何咯,2020-01-14,-0.4,4.8,13:49,-3.6,04:54,",8.4",379 
236,何咯,2020-01-15,-0.9,4.5,14:55,-4.9,02:17,",9.4",380 
236,何咯,2020-01-16,-0.7,5.6,15:05,-5.3,06:17,",10.9",381 
236,何咯,2020-01-17,-0.2,6.4,15:44,-4.2,23:56,",10.6",382 
236,何咯,2020-01-18,-0.7,7.9,15:03,-6.7,07:47,",14.6",383 
236,何咯,2020-01-19,1.9,8.8,13:33,-4.3,02:23,",13.1",384 
236,何咯,2020-01-20,2.5,8,15:10,-2.7,07:04,",10.7",385 
236,何咯,2020-01-21,-0.7,7,16:15,-7,07:54,",14",386 
236,何咯,2020-01-22,2.4,4.3,23:11,-1.9,00:11,",6.2",387 
236,何咯,2020-01-23,6.3,13.2,14:31,1.1,23:56,",12.1",388 
236,何咯,2020-01-24,3.6,11.3,14:14,-2.1,07:12,",13.4",389 
236,何咯,2020-01-25,3.6,9.9,14:15,-1.9,04:26,",11.8",390 
236,何咯,2020-01-26,6.6,11.8,15:27,-0.2,04:35,",12",391 
236,何咯,2020-01-27,6,8.8,00:01,3.8,23:31,",5",392 
236,何咯,2020-01-28,6.6,11.3,15:53,2.8,07:15,",8.5",393 
236,何咯,2020-01-29,6.7,10.4,14:55,2.5,23:47,",7.9",394 
236,何咯,2020-01-30,4.1,11.7,14:00,-0.6,06:09,",12.3",395 
236,何咯,2020-01-31,1.8,8.3,12:45,-3,23:55,",11.3",396 
236,何咯,2020-02-01,0.1,8.3,16:32,-5.4,06:29,",13.7",397 
236,何咯,2020-02-02,0.1,7.8,14:14,-5.6,06:28,",13.4",398 
236,何咯,2020-02-03,1.2,6.5,15:06,-4.2,23:33,",10.7",399 
236,何咯,2020-02-04,-0.5,6.4,15:49,-8,07:45,",14.4",400 
236,何咯,2020-02-05,-3.8,1,00:01,-8.9,23:54,",9.9",401 
236,何咯,2020-02-06,-5,1,15:44,-10.7,07:42,",11.7",402 
236,何咯,2020-02-07,-1.6,5.4,15:00,-9.1,05:30,",14.5",403 
236,何咯,2020-02-08,1.2,6.8,14:39,-4.4,23:56,",11.2",404 
236,何咯,2020-02-09,-1.3,6.6,15:06,-7.9,07:18,",14.5",405 
236,何咯,2020-02-10,2.8,12.4,14:55,-4.1,00:36,",16.5",406 
236,何咯,2020-02-11,5.1,14.7,15:05,-4.7,06:30,",19.4",407 
236,何咯,2020-02-12,6.7,9,19:22,4.3,06:25,",4.7",408 
236,何咯,2020-02-13,6.7,9.4,13:02,2,22:55,",7.4",409 
236,何咯,2020-02-14,6.5,15.6,15:40,-0.2,07:34,",15.8",410 
236,何咯,2020-02-15,8.3,16.1,12:18,0.5,07:39,",15.6",411 
236,何咯,2020-02-16,0.6,6.7,00:01,-2.1,23:11,",8.8",412 
236,何咯,2020-02-17,-2.7,-0.4,14:13,-4.1,22:26,",3.7",413 
236,何咯,2020-02-18,-1.5,5.3,15:44,-7.3,07:34,",12.6",414 
236,何咯,2020-02-19,1.9,10,16:04,-5.4,07:32,",15.4",415 
236,何咯,2020-02-20,4.3,13,15:56,-2.7,06:53,",15.7",416 
236,何咯,2020-02-21,6.2,14.4,15:47,-1.8,06:55,",16.2",417 
236,何咯,2020-02-22,6,10.6,14:05,1.6,07:27,",9",418 
236,何咯,2020-02-23,1.9,9.5,14:29,-4.1,07:13,",13.6",419 
236,何咯,2020-02-24,5.4,14.9,15:24,-4.5,06:42,",19.4",420 
236,何咯,2020-02-25,6.7,7.7,21:52,5.9,02:31,",1.8",421 
236,何咯,2020-02-26,7.3,14.5,14:12,1.5,23:29,",13",422 
236,何咯,2020-02-27,4.7,12.3,15:13,-1.2,07:28,",13.5",423 
236,何咯,2020-02-28,4.7,6.8,15:26,2.2,00:50,",4.6",424 
236,何咯,2020-02-29,7.6,13.4,16:03,3.3,23:45,",10.1",425 
236,何咯,2020-03-01,4.5,8.9,15:21,1.5,02:25,",7.4",426 
236,何咯,2020-03-02,5.3,10.4,15:01,2,07:06,",8.4",427 
236,何咯,2020-03-03,6.1,14.3,14:36,-1.2,05:04,",15.5",428 
236,何咯,2020-03-04,3.5,8.4,12:04,0.6,19:20,",7.8",429 
236,何咯,2020-03-05,2.1,9.3,15:48,-3.3,06:53,",12.6",430 
236,何咯,2020-03-06,3.3,11.7,16:14,-5.8,06:36,",17.5",431 
236,何咯,2020-03-07,5.3,12.1,14:54,0.6,02:31,",11.5",432 
236,何咯,2020-03-08,7,18.1,15:57,-2.1,06:40,",20.2",433 
236,何咯,2020-03-09,8.5,15.8,14:44,0.3,06:30,",15.5",434 
236,何咯,2020-03-10,6.4,8.2,00:01,1.4,23:58,",6.8",435 
236,何咯,2020-03-11,4,10.2,15:28,-1.2,23:57,",11.4",436 
236,何咯,2020-03-12,4.7,14.8,14:19,-3.8,07:08,",18.6",437 
236,何咯,2020-03-13,5.7,12.7,13:00,0.6,02:34,",12.1",438 
236,何咯,2020-03-14,4.6,10.9,14:01,-3.9,06:41,",14.8",439 
236,何咯,2020-03-15,4.5,12.4,11:38,-1.6,06:38,",14",440 
236,何咯,2020-03-16,3.8,10.5,14:04,-3.2,06:29,",13.7",441 
236,何咯,2020-03-17,6.5,13.4,15:01,-0.2,01:40,",13.6",442 
236,何咯,2020-03-18,9.5,18.9,15:48,2.8,00:01,",16.1",443 
236,何咯,2020-03-19,9.1,13.9,07:44,5.6,03:03,",8.3",444 
236,何咯,2020-03-20,7.4,15.2,13:04,-0.5,06:28,",15.7",445 
236,何咯,2020-03-21,11.5,20.9,14:10,1.1,05:48,",19.8",446 
236,何咯,2020-03-22,12,19.7,13:46,3.8,23:51,",15.9",447 
236,何咯,2020-03-23,8.1,16.8,13:09,0.2,06:33,",16.6",448 
236,何咯,2020-03-24,9,18.9,16:05,2.8,01:59,",16.1",449 
236,何咯,2020-03-25,11.6,21.3,15:51,0.7,06:33,",20.6",450 
236,何咯,2020-03-26,12.7,17.7,12:59,7.2,05:39,",10.5",451 
236,何咯,2020-03-27,11.1,15.5,14:53,4.3,23:55,",11.2",452 
236,何咯,2020-03-28,6.9,12.5,15:16,1.6,23:58,",10.9",453 
236,何咯,2020-03-29,7,16.1,14:49,-1.9,05:42,",18",454 
236,何咯,2020-03-30,9.8,18,15:15,3.1,06:18,",14.9",455 
236,何咯,2020-03-31,10.7,20.4,15:47,0.4,06:24,",20",456 
236,何咯,2020-04-01,9.9,19.5,13:42,3.1,23:49,",16.4",457 
236,何咯,2020-04-02,8,17.2,14:40,-0.4,06:09,",17.6",458 
236,何咯,2020-04-03,8.4,18.5,14:49,-0.3,05:47,",18.8",459 
236,何咯,2020-04-04,8.8,16.5,13:07,2.4,01:49,",14.1",460 
236,何咯,2020-04-05,6.1,14.9,13:50,-2.1,05:53,",17",461 
236,何咯,2020-04-06,7.6,17.4,14:39,-2.1,06:06,",19.5",462 
236,何咯,2020-04-07,9.4,17.8,13:51,1.3,06:17,",16.5",463 
236,何咯,2020-04-08,8.2,16.5,13:18,0.9,06:18,",15.6",464 
236,何咯,2020-04-09,8.1,16.4,14:30,-0.4,06:13,",16.8",465 
236,何咯,2020-04-10,9,16.3,13:43,2.3,06:15,",14",466 
236,何咯,2020-04-11,6.8,14.1,13:36,1.5,05:54,",12.6",467 
236,何咯,2020-04-12,7.7,16.9,14:47,-0.6,05:52,",17.5",468 
236,何咯,2020-04-13,9.9,18.1,16:14,2.3,06:43,",15.8",469 
236,何咯,2020-04-14,10.6,20.6,13:47,1.3,06:15,",19.3",470 
236,何咯,2020-04-15,10.3,21,14:27,0.9,04:54,",20.1",471 
236,何咯,2020-04-16,13.4,24.2,16:32,2.2,06:18,",22",472 
236,何咯,2020-04-17,13.6,20.2,15:18,9.9,23:09,",10.3",473 
236,何咯,2020-04-18,12.4,19.5,14:14,8.3,23:52,",11.2",474 
236,何咯,2020-04-19,10.7,14.9,11:54,7.9,03:20,",7",475 
236,何咯,2020-04-20,10.1,15.4,12:25,5.7,23:56,",9.7",476 
236,何咯,2020-04-21,8,13.2,11:32,2.8,05:49,",10.4",477 
236,何咯,2020-04-22,7.5,11.5,11:11,2.5,03:15,",9",478 
236,何咯,2020-04-23,7.8,14.7,13:27,1,06:04,",13.7",479 
236,何咯,2020-04-24,8.8,15.4,14:11,-0.4,05:45,",15.8",480 
236,何咯,2020-04-25,12.4,21,12:34,4.7,01:42,",16.3",481 
236,何咯,2020-04-26,11.5,19.6,14:54,3.2,05:09,",16.4",482 
236,何咯,2020-04-27,10.8,19.1,13:33,2.2,05:48,",16.9",483 
236,何咯,2020-04-28,11.6,20.3,13:15,2.4,05:21,",17.9",484 
236,何咯,2020-04-29,13.1,22.5,14:06,4.7,06:11,",17.8",485 
236,何咯,2020-04-30,15.5,26,14:23,3.5,05:45,",22.5",486 
236,何咯,2020-05-01,20.4,27,13:42,13.3,02:01,",13.7",487 
236,何咯,2020-05-02,21.3,26,13:19,18.6,00:25,",7.4",488 
236,何咯,2020-05-03,18.3,21.8,17:07,16.4,07:23,",5.4",489 
236,何咯,2020-05-04,18.3,26.6,13:22,9.6,23:48,",17",490 
236,何咯,2020-05-05,13.5,19,10:51,8.7,02:55,",10.3",491 
236,何咯,2020-05-06,19.2,28.7,16:25,10.8,03:30,",17.9",492 
236,何咯,2020-05-07,19.6,27,15:12,11,05:20,",16",493 
236,何咯,2020-05-08,18.2,25,14:53,8.8,05:04,",16.2",494 
236,何咯,2020-05-09,15.5,19.3,11:53,13,23:15,",6.3",495 
236,何咯,2020-05-10,14.4,18.7,14:22,12.1,22:08,",6.6",496 
236,何咯,2020-05-11,17.6,23.8,14:40,13.5,04:29,",10.3",497 
236,何咯,2020-05-12,15.5,20.5,16:27,9.8,23:50,",10.7",498 
236,何咯,2020-05-13,14.5,22.3,14:50,6.4,05:38,",15.9",499 
236,何咯,2020-05-14,18.5,27.4,14:00,9.1,04:34,",18.3",500 
236,何咯,2020-05-15,16.6,19.1,03:44,14.5,09:54,",4.6",501 
236,何咯,2020-05-16,16.6,18.8,13:29,15.4,05:48,",3.4",502 
236,何咯,2020-05-17,19.5,26.9,16:02,14.5,03:17,",12.4",503 
236,何咯,2020-05-18,18.8,28.6,15:00,13.2,23:55,",15.4",504 
236,何咯,2020-05-19,13.4,17.9,16:47,10.9,22:35,",7",505 
236,何咯,2020-05-20,14.7,22.1,14:51,8.8,04:55,",13.3",506 
236,何咯,2020-05-21,16.9,23.2,14:30,9,05:33,",14.2",507 
236,何咯,2020-05-22,19,25.3,14:39,13.7,03:01,",11.6",508 
236,何咯,2020-05-23,19.4,25.6,15:22,13.2,05:24,",12.4",509 
236,何咯,2020-05-24,18.5,24,15:09,13.9,24:00:00,",10.1",510 
236,何咯,2020-05-25,17.1,22.8,17:07,13.5,03:53,",9.3",511 
236,何咯,2020-05-26,19.1,25.3,15:03,15.3,00:25,",10",512 
236,何咯,2020-05-27,18.2,25.2,13:59,12.5,05:37,",12.7",513 
236,何咯,2020-05-28,17.8,24.3,14:31,11.7,02:12,",12.6",514 
236,何咯,2020-05-29,20.5,27.7,15:09,13.9,05:36,",13.8",515 
236,何咯,2020-05-30,20.9,28.6,15:13,14.6,05:25,",14",516 
236,何咯,2020-05-31,20.3,26.4,13:39,14.9,05:45,",11.5",517 
236,何咯,2020-06-01,20.1,26.5,13:25,13.3,23:52,",13.2",518 
236,何咯,2020-06-02,18.8,22.3,11:57,13.6,00:01,",8.7",519 
236,何咯,2020-06-03,21.8,27.8,16:35,18.7,01:37,",9.1",520 
236,何咯,2020-06-04,23.1,28.9,14:47,20.4,23:47,",8.5",521 
236,何咯,2020-06-05,23,29.6,15:32,19.2,23:49,",10.4",522 
236,何咯,2020-06-06,22.8,31,14:05,17.7,05:22,",13.3",523 
236,何咯,2020-06-07,22.6,29.9,15:19,18.1,01:45,",11.8",524 
236,何咯,2020-06-08,24.1,32.1,16:23,16.3,05:38,",15.8",525 
236,何咯,2020-06-09,25.7,34.1,16:17,17.5,05:05,",16.6",526 
236,何咯,2020-06-10,24.7,33.1,14:33,19.2,04:50,",13.9",527 
236,何咯,2020-06-11,25.1,31,16:50,20.9,02:26,",10.1",528 
236,何咯,2020-06-12,23.3,24.8,10:41,20.8,05:10,",4",529 
236,何咯,2020-06-13,24.2,29.6,15:24,20.9,02:56,",8.7",530 
236,何咯,2020-06-14,23.6,28.8,14:01,20,23:29,",8.8",531 
236,何咯,2020-06-15,22,29.3,14:29,16.3,05:12,",13",532 
236,何咯,2020-06-16,23,28.6,14:29,18.5,04:49,",10.1",533 
236,何咯,2020-06-17,21.6,25.7,14:13,18.2,04:38,",7.5",534 
236,何咯,2020-06-18,20.5,22.6,17:02,18.7,05:05,",3.9",535 
236,何咯,2020-06-19,22.5,28.4,13:16,18.1,05:25,",10.3",536 
236,何咯,2020-06-20,22.5,28.3,15:08,17.9,04:08,",10.4",537 
236,何咯,2020-06-21,25,31.9,15:22,18.1,03:16,",13.8",538 
236,何咯,2020-06-22,25.3,33.9,16:03,18.4,05:24,",15.5",539 
236,何咯,2020-06-23,25,30.1,14:18,19.8,05:07,",10.3",540 
236,何咯,2020-06-24,22.8,25.8,04:31,21,08:26,",4.8",541 
236,何咯,2020-06-25,21.4,22.9,12:23,20.1,20:38,",2.8",542 
236,何咯,2020-06-26,22.7,27.3,13:31,19.5,23:51,",7.8",543 
236,何咯,2020-06-27,23.6,29.9,14:36,18.6,03:23,",11.3",544 
236,何咯,2020-06-28,23.6,30.2,14:36,18.1,05:23,",12.1",545 
236,何咯,2020-06-29,21.4,27.3,12:15,19.3,03:36,",8",546 
236,何咯,2020-06-30,20.2,21.7,11:20,19,23:50,",2.7",547 
236,何咯,2020-07-01,21,26.1,14:40,17.1,05:06,",9",548 
236,何咯,2020-07-02,22.8,28.7,14:11,17,05:16,",11.7",549 
236,何咯,2020-07-03,21.9,24.8,13:35,19.4,23:45,",5.4",550 
236,何咯,2020-07-04,21.2,25.1,14:45,18.6,02:10,",6.5",551 
236,何咯,2020-07-05,22.8,27.5,14:53,19.1,04:09,",8.4",552 
236,何咯,2020-07-06,23.8,29.3,16:23,19.4,05:17,",9.9",553 
236,何咯,2020-07-07,24.1,28.7,15:11,20.9,23:55,",7.8",554 
236,何咯,2020-07-08,23.4,29.8,13:34,18.3,05:27,",11.5",555 
236,何咯,2020-07-09,25.4,31.8,15:44,18.7,05:14,",13.1",556 
236,何咯,2020-07-10,25.4,30.2,15:10,22.1,07:44,",8.1",557 
236,何咯,2020-07-11,25.3,29.5,15:53,22.3,06:26,",7.2",558 
236,何咯,2020-07-12,22.1,24.2,10:12,19.6,23:45,",4.6",559 
236,何咯,2020-07-13,19.1,19.9,16:10,18.1,07:48,",1.8",560 
236,何咯,2020-07-14,19.8,21,15:41,18.9,01:40,",2.1",561 
236,何咯,2020-07-15,21,23.9,17:28,18.7,02:35,",5.2",562 
236,何咯,2020-07-16,22.9,28.3,16:28,18.2,05:22,",10.1",563 
236,何咯,2020-07-17,23.7,30.7,15:29,18.7,04:11,",12",564 
236,何咯,2020-07-18,24,28.9,16:31,19.4,05:28,",9.5",565 
236,何咯,2020-07-19,25.8,29.1,17:18,20.5,02:57,",8.6",566 
236,何咯,2020-07-20,23.9,27.9,01:08,22,21:25,",5.9",567 
236,何咯,2020-07-21,25.1,29.7,16:24,21.6,04:20,",8.1",568 
236,何咯,2020-07-22,22.8,25.1,13:57,21.6,22:44,",3.5",569 
236,何咯,2020-07-23,21.7,23.1,17:20,20.7,04:58,",2.4",570 
236,何咯,2020-07-24,21.4,24.4,14:41,20,06:29,",4.4",571 
236,何咯,2020-07-25,23.5,27.2,16:30,20.7,04:48,",6.5",572 
236,何咯,2020-07-26,23.2,26.4,15:46,21.2,00:13,",5.2",573 
236,何咯,2020-07-27,23.4,27.2,12:55,20.8,06:02,",6.4",574 
236,何咯,2020-07-28,24.3,26.8,14:39,21.8,00:01,",5",575 
236,何咯,2020-07-29,24.9,26.4,14:04,23.6,07:30,",2.8",576 
236,何咯,2020-07-30,25,28,15:29,23.6,23:51,",4.4",577 
236,何咯,2020-07-31,26.2,30.5,14:54,23.4,00:39,",7.1",578 
236,何咯,2020-08-01,25.7,29.3,11:00,23.2,20:41,",6.1",579 
236,何咯,2020-08-02,27.5,29.8,11:33,25.1,00:09,",4.7",580 
236,何咯,2020-08-03,27.3,29.7,10:48,24,16:08,",5.7",581 
236,何咯,2020-08-04,27.5,32.4,16:10,25.4,05:13,",7",582 
236,何咯,2020-08-05,26.8,28.9,15:46,24.7,04:49,",4.2",583 
236,何咯,2020-08-06,24.6,27,00:01,22.1,23:48,",4.9",584 
236,何咯,2020-08-07,23,23.8,16:32,22.1,00:01,",1.7",585 
236,何咯,2020-08-08,23.9,25.3,22:39,22.7,00:39,",2.6",586 
236,何咯,2020-08-09,26.2,29.3,13:58,24.4,06:00,",4.9",587 
236,何咯,2020-08-10,26.5,30.6,11:23,23.7,02:19,",6.9",588 
236,何咯,2020-08-11,25.1,26.9,14:21,24.1,11:58,",2.8",589 
236,何咯,2020-08-12,26.6,31.3,14:45,24.6,00:25,",6.7",590 
236,何咯,2020-08-13,28.2,32.2,14:31,24.9,00:02,",7.3",591 
236,何咯,2020-08-14,27.8,31.5,15:22,25.7,04:36,",5.8",592 
236,何咯,2020-08-15,27.6,31.3,15:18,24.8,05:34,",6.5",593 
236,何咯,2020-08-16,27.3,32.4,14:09,22.8,04:10,",9.6",594 
236,何咯,2020-08-17,27.3,33,14:18,23.9,02:54,",9.1",595 
236,何咯,2020-08-18,26.8,33.2,15:48,22.7,02:35,",10.5",596 
236,何咯,2020-08-19,26.3,33.1,16:19,21.9,05:19,",11.2",597 
236,何咯,2020-08-20,27,33.3,15:15,22.7,02:54,",10.6",598 
236,何咯,2020-08-21,26.9,32.6,15:53,22.6,03:04,",10",599 
236,何咯,2020-08-22,26.4,30.3,11:30,23.4,23:50,",6.9",600 
236,何咯,2020-08-23,26.2,32.1,14:19,22.3,06:10,",9.8",601 
236,何咯,2020-08-24,27.2,32.9,15:51,21.9,05:55,",11",602 
236,何咯,2020-08-25,28.5,34.8,13:41,23,06:08,",11.8",603 
236,何咯,2020-08-26,28.5,33.2,11:58,24.8,05:56,",8.4",604 
236,何咯,2020-08-27,28.4,31.7,14:05,25.3,00:17,",6.4",605 
236,何咯,2020-08-28,27.8,33.1,13:45,24.5,22:31,",8.6",606 
236,何咯,2020-08-29,26,30.6,13:04,24,02:06,",6.6",607 
236,何咯,2020-08-30,27.7,32.4,15:03,24.7,05:31,",7.7",608 
236,何咯,2020-08-31,27.5,32.6,13:46,24.9,04:10,",7.7",609 
236,何咯,2020-09-01,25.7,31.4,15:45,21.7,05:52,",9.7",610 
236,何咯,2020-09-02,24.3,26.4,13:20,23.2,23:55,",3.2",611 
236,何咯,2020-09-03,23.4,26.8,13:40,21.1,07:54,",5.7",612 
236,何咯,2020-09-04,23.3,28.6,14:27,19.3,06:16,",9.3",613 
236,何咯,2020-09-05,21.8,25.9,13:03,19.1,03:39,",6.8",614 
236,何咯,2020-09-06,20.8,24.4,13:00,19.2,22:27,",5.2",615 
236,何咯,2020-09-07,19.8,22.3,20:27,17.2,06:45,",5.1",616 
236,何咯,2020-09-08,23.2,27.7,13:38,19.7,22:54,",8",617 
236,何咯,2020-09-09,21.3,26.3,14:27,18.5,06:05,",7.8",618 
236,何咯,2020-09-10,22.3,27.9,14:55,18.4,03:02,",9.5",619 
236,何咯,2020-09-11,21.2,24.5,11:43,18.5,23:52,",6",620 
236,何咯,2020-09-12,19,20.7,14:43,17.6,06:01,",3.1",621 
236,何咯,2020-09-13,21.3,27.6,15:23,17.3,23:41,",10.3",622 
236,何咯,2020-09-14,20.4,27.5,15:08,15.7,05:46,",11.8",623 
236,何咯,2020-09-15,21.8,28.2,14:27,16.5,05:25,",11.7",624 
236,何咯,2020-09-16,21,23.5,14:09,19.2,03:12,",4.3",625 
236,何咯,2020-09-17,21.1,23.6,13:14,18.5,23:39,",5.1",626 
236,何咯,2020-09-18,19.9,25.7,14:49,15.2,22:50,",10.5",627 
236,何咯,2020-09-19,18.3,25.9,12:24,13.5,06:14,",12.4",628 
236,何咯,2020-09-20,17.7,26.4,14:18,12.6,02:29,",13.8",629 
236,何咯,2020-09-21,16.7,24.5,14:39,10,06:16,",14.5",630 
236,何咯,2020-09-22,18.7,24.7,14:44,13,00:10,",11.7",631 
236,何咯,2020-09-23,19,24.1,14:55,14.6,06:42,",9.5",632 
236,何咯,2020-09-24,20.2,26.1,14:10,15.7,06:18,",10.4",633 
236,何咯,2020-09-25,20.2,26.5,15:00,14,05:27,",12.5",634 
236,何咯,2020-09-26,19.8,25,14:05,15.3,07:12,",9.7",635 
236,何咯,2020-09-27,19.1,25.7,14:17,14.5,06:04,",11.2",636 
236,何咯,2020-09-28,18.1,26,15:41,11.9,04:54,",14.1",637 
236,何咯,2020-09-29,17.2,24.8,15:06,11.9,06:54,",12.9",638 
236,何咯,2020-09-30,18.1,25.6,13:22,12.2,06:15,",13.4",639 
236,何咯,2020-10-01,18.7,24.7,14:46,15.1,06:48,",9.6",640 
236,何咯,2020-10-02,19.2,24.7,14:17,14.3,04:21,",10.4",641 
236,何咯,2020-10-03,19.2,22.8,14:34,17.5,06:45,",5.3",642 
236,何咯,2020-10-04,17.7,22,15:34,13.5,24:00:00,",8.5",643 
236,何咯,2020-10-05,12.9,20.6,12:16,5.8,06:27,",14.8",644 
236,何咯,2020-10-06,13.2,20.7,15:07,6,06:26,",14.7",645 
236,何咯,2020-10-07,16,22.9,15:14,9.7,05:11,",13.2",646 
236,何咯,2020-10-08,17.3,23.2,15:12,12.7,06:23,",10.5",647 
236,何咯,2020-10-09,17.5,23.7,15:12,11.8,04:58,",11.9",648 
236,何咯,2020-10-10,17.3,23.1,14:53,12.4,06:16,",10.7",649 
236,何咯,2020-10-11,16.2,21,11:26,10.4,06:57,",10.6",650 
236,何咯,2020-10-12,15.9,23.8,13:00,9.2,24:00:00,",14.6",651 
236,何咯,2020-10-13,10.9,18.7,14:52,5.5,06:39,",13.2",652 
236,何咯,2020-10-14,10.6,19.9,14:58,5.4,23:48,",14.5",653 
236,何咯,2020-10-15,10.6,19.7,15:18,2.9,05:53,",16.8",654 
236,何咯,2020-10-16,10.8,16.7,16:20,4.9,04:21,",11.8",655 
236,何咯,2020-10-17,11.4,20.4,14:17,6.1,02:45,",14.3",656 
236,何咯,2020-10-18,10.9,21,14:44,2.5,06:46,",18.5",657 
236,何咯,2020-10-19,11.9,22.1,14:42,4.6,05:15,",17.5",658 
236,何咯,2020-10-20,12.1,22.1,14:25,4.9,03:26,",17.2",659 
236,何咯,2020-10-21,12.5,16.4,15:19,7.8,02:23,",8.6",660 
236,何咯,2020-10-22,12.5,19.5,14:14,7.1,23:56,",12.4",661 
236,何咯,2020-10-23,9.4,15.5,12:54,3.3,23:33,",12.2",662 
236,何咯,2020-10-24,7.6,15.9,13:26,0.6,06:53,",15.3",663 
236,何咯,2020-10-25,9.5,19.7,13:28,1.3,07:00,",18.4",664 
236,何咯,2020-10-26,10.4,20.3,15:04,3,06:19,",17.3",665 
236,何咯,2020-10-27,11.3,20.8,14:41,4,06:17,",16.8",666 
236,何咯,2020-10-28,13.1,21.3,14:27,5.2,23:51,",16.1",667 
236,何咯,2020-10-29,8.6,17.7,15:07,0.7,07:05,",17",668 
236,何咯,2020-10-30,9.5,19.5,14:31,1.6,06:30,",17.9",669 
236,何咯,2020-10-31,11,19.6,15:14,1.9,06:24,",17.7",670 
236,何咯,2020-11-01,11.9,13,16:57,10.8,05:31,",2.2",671 
236,何咯,2020-11-02,10.6,17.9,13:18,3.1,23:03,",14.8",672 
236,何咯,2020-11-03,6.1,11.2,12:55,-0.4,23:56,",11.6",673 
236,何咯,2020-11-04,3.6,12.5,15:04,-2.2,06:58,",14.7",674 
236,何咯,2020-11-05,7.3,16.1,14:24,-2.2,03:32,",18.3",675 
236,何咯,2020-11-06,10.5,14.6,11:41,7.3,05:55,",7.3",676 
236,何咯,2020-11-07,10.9,20,14:48,4.7,23:31,",15.3",677 
236,何咯,2020-11-08,7.8,15.7,12:18,2.5,06:05,",13.2",678 
236,何咯,2020-11-09,5.9,13.3,15:13,-2.5,06:58,",15.8",679 
236,何咯,2020-11-10,6.7,14.7,13:32,-0.1,07:09,",14.8",680 
236,何咯,2020-11-11,6.8,17.1,14:53,-0.9,06:47,",18",681 
236,何咯,2020-11-12,7.6,18.4,14:43,-0.5,06:47,",18.9",682 
